Firm_ID,Year,NIC,GVA
ASAHIINDIA.NS,2026,29,9478800000.0
ASAHIINDIA.NS,2025,29,8346600000.0
ASAHIINDIA.NS,2024,29,7543100000.0
ASAHIINDIA.NS,2023,29,8237700000.0
ASHAPURMIN.NS,2026,24,6951700000.0
ASHAPURMIN.NS,2025,24,4713700000.0
ASHAPURMIN.NS,2024,24,4562579000.0
ASHAPURMIN.NS,2023,24,2715526000.0
ASALCBR.NS,2026,10,1489756000.0
ASALCBR.NS,2025,10,1327412000.0
ASALCBR.NS,2024,10,850027000.0
ASALCBR.NS,2023,10,708291000.0
ASHIANA.NS,2026,68,1774700000.0
ASHIANA.NS,2025,68,422900000.0
ASHIANA.NS,2024,68,1191281000.0
ASHIANA.NS,2023,68,457798000.0
ASHOKA.NS,2026,42,42049297000.0
ASHOKA.NS,2025,42,30898009000.0
ASHOKA.NS,2024,42,23885806000.0
ASHOKA.NS,2023,42,19951864000.0
ASHIMASYN.NS,2026,68,30800000.0
ASHIMASYN.NS,2025,68,71900000.0
ASHIMASYN.NS,2024,68,735200000.0
ASIANPAINT.NS,2026,24,74277000000.0
ASIANPAINT.NS,2025,24,63564300000.0
ASIANPAINT.NS,2024,24,84059400000.0
ASIANPAINT.NS,2023,24,66913000000.0
ASHOKLEY.NS,2026,42,109970000000.0
ASHOKLEY.NS,2025,42,96131900000.0
ASHOKLEY.NS,2024,42,80156100000.0
ASHOKLEY.NS,2023,42,52586500000.0
ASHOKAMET.NS,2026,24,160968000.0
ASHOKAMET.NS,2025,24,101799000.0
ASHOKAMET.NS,2024,24,86797000.0
ASHOKAMET.NS,2023,24,51830000.0
ASIANENE.NS,2026,19,983513000.0
ASIANENE.NS,2025,19,777090000.0
ASIANENE.NS,2024,19,477572000.0
ASIANHOTNR.NS,2025,29,3876518000.0
ASIANHOTNR.NS,2024,29,569099000.0
ASIANHOTNR.NS,2023,29,449356000.0
ARIES.NS,2026,24,888579000.0
ARIES.NS,2025,24,722821000.0
ARIES.NS,2024,24,574266000.0
ARIES.NS,2023,24,549193000.0
ASIANTILES.NS,2026,42,1204214000.0
ASIANTILES.NS,2025,42,1043700000.0
ASIANTILES.NS,2024,42,602896000.0
ASKAUTOLTD.NS,2026,29,5532400000.0
ASKAUTOLTD.NS,2025,29,4500300000.0
ASKAUTOLTD.NS,2024,29,3273000000.0
ASKAUTOLTD.NS,2023,29,2415387000.0
ASMS.NS,2026,62,56753000.0
ASMS.NS,2025,62,24545000.0
ASMS.NS,2024,62,6809000.0
ASMS.NS,2023,62,1600601000.0
ASTEC.NS,2023,24,887581000.0
ASPINWALL.NS,2026,10,276900000.0
ASPINWALL.NS,2025,10,252000000.0
ASPINWALL.NS,2024,10,180200000.0
ASPINWALL.NS,2023,10,417100000.0
ASTRAMICRO.NS,2026,62,3600467000.0
ASTRAMICRO.NS,2025,62,2959057000.0
ASTRAMICRO.NS,2024,62,2062929000.0
ASTRAMICRO.NS,2023,62,1426705000.0
ASTRAL.NS,2026,42,10541000000.0
ASTRAL.NS,2025,42,9792000000.0
ASTRAL.NS,2024,42,9532000000.0
ASTRAL.NS,2023,42,8074000000.0
ASTERDM.NS,2025,21,8333100000.0
ASTERDM.NS,2024,21,13550300000.0
ASTERDM.NS,2023,21,10610500000.0
ASTERDM.NS,2022,21,15344500000.0
ATAM.NS,2026,42,49338000.0
ATAM.NS,2025,42,100255000.0
ATAM.NS,2024,42,97366000.0
ATAM.NS,2023,42,111424000.0
ASTRON.NS,2024,24,7925000.0
ASTRON.NS,2022,24,267704000.0
ASTRAZEN.NS,2026,21,2852700000.0
ASTRAZEN.NS,2025,21,1978100000.0
ASTRAZEN.NS,2024,21,2356800000.0
ASTRAZEN.NS,2023,21,1509900000.0
ATGL.NS,2026,35,12376200000.0
ATGL.NS,2025,35,11652700000.0
ATGL.NS,2024,35,11526100000.0
ATGL.NS,2023,35,8999700000.0
ATALREAL.NS,2026,42,113729000.0
ATALREAL.NS,2025,42,78079000.0
ATALREAL.NS,2024,42,50386615.0
ATALREAL.NS,2023,42,46628000.0
ATLANTAA.NS,2026,42,558414000.0
ATLANTAA.NS,2025,42,641735000.0
ATLANTAA.NS,2024,42,5312169000.0
ATLANTAA.NS,2023,42,222979000.0
ATLANTAELE.NS,2026,42,3588535000.0
ATLANTAELE.NS,2025,42,1998820000.0
ATLANTAELE.NS,2024,42,1092270000.0
ATLANTAELE.NS,2023,42,1289490000.0
ATLASCYCLE.NS,2025,29,113900000.0
ATLASCYCLE.NS,2024,29,28085000.0
ATL.NS,2026,42,1801500000.0
ATL.NS,2025,42,1441900000.0
ATL.NS,2024,42,1340249000.0
ATL.NS,2023,42,1585164000.0
ATUL.NS,2026,24,12400600000.0
ATUL.NS,2025,24,10332900000.0
ATUL.NS,2024,24,7043000000.0
ATUL.NS,2023,24,8933200000.0
ATULAUTO.NS,2026,29,848700000.0
ATULAUTO.NS,2025,29,548200000.0
ATULAUTO.NS,2024,29,399200000.0
ATULAUTO.NS,2023,29,349100000.0
AURIGROW.NS,2024,42,20504000.0
AURIGROW.NS,2022,42,20272000.0
AURIONPRO.NS,2026,62,3092179000.0
AURIONPRO.NS,2025,62,2655209000.0
AURIONPRO.NS,2024,62,1990109000.0
AURIONPRO.NS,2023,62,1463778000.0
AURUM.NS,2026,68,1156400000.0
AURUM.NS,2025,68,601300000.0
AURUM.NS,2024,68,206900000.0
AUTOIND.NS,2026,29,1065400000.0
AUTOIND.NS,2025,29,689800000.0
AUTOIND.NS,2024,29,534081000.0
AUTOIND.NS,2023,29,489831000.0
AVADHSUGAR.NS,2026,10,2240738000.0
AVADHSUGAR.NS,2025,10,2798209000.0
AVADHSUGAR.NS,2024,10,3335175000.0
AVADHSUGAR.NS,2023,10,2640270000.0
AUTOAXLES.NS,2026,29,2572560000.0
AUTOAXLES.NS,2025,29,2472300000.0
AUTOAXLES.NS,2024,29,2616230000.0
AUTOAXLES.NS,2023,29,2622490000.0
AVALON.NS,2026,62,2022520000.0
AVALON.NS,2025,62,1319860000.0
AVALON.NS,2024,62,710940000.0
AVALON.NS,2023,62,1133420000.0
AUROPHARMA.NS,2026,21,72740100000.0
AUROPHARMA.NS,2025,21,71729500000.0
AUROPHARMA.NS,2024,21,61399900000.0
AUROPHARMA.NS,2023,21,39860300000.0
AUSOMENT.NS,2026,64,264719000.0
AUSOMENT.NS,2025,64,223368000.0
AUSOMENT.NS,2024,64,128972000.0
AUSOMENT.NS,2023,64,32852000.0
AVANTIFEED.NS,2026,10,9462392000.0
AVANTIFEED.NS,2025,10,7985337000.0
AVANTIFEED.NS,2024,10,5938200000.0
AVANTIFEED.NS,2023,10,4697107000.0
AVONMORE.NS,2026,64,366400000.0
AVONMORE.NS,2025,64,530400000.0
AVONMORE.NS,2024,64,280575000.0
AVONMORE.NS,2023,64,1590843000.0
AVG.NS,2025,42,952870000.0
AVG.NS,2024,42,1077294000.0
AVG.NS,2023,42,480689000.0
AVG.NS,2022,42,276100000.0
AVANTEL.NS,2026,62,487643000.0
AVANTEL.NS,2025,62,928841000.0
AVANTEL.NS,2024,62,823204000.0
AVANTEL.NS,2023,62,466255000.0
AVTNPL.NS,2026,24,1032512000.0
AVTNPL.NS,2025,24,864859000.0
AVTNPL.NS,2024,24,900029000.0
AVTNPL.NS,2023,24,1210576000.0
AVL.NS,2026,29,2362400000.0
AVL.NS,2025,29,2118400000.0
AVL.NS,2024,29,1740124000.0
AVL.NS,2023,29,1359192000.0
AWFIS.NS,2026,42,6424040000.0
AWFIS.NS,2025,42,4806910000.0
AWFIS.NS,2024,42,2701890000.0
AWFIS.NS,2023,42,1756230000.0
AVROIND.NS,2026,29,124144000.0
AVROIND.NS,2025,29,95064000.0
AVROIND.NS,2024,29,97911000.0
AVROIND.NS,2023,29,85998000.0
AWL.NS,2026,10,25227800000.0
AWL.NS,2025,10,27197800000.0
AWL.NS,2024,10,12634100000.0
AWL.NS,2023,10,16017300000.0
AWHCL.NS,2026,42,2363419000.0
AWHCL.NS,2025,42,2441296000.0
AWHCL.NS,2024,42,1923864000.0
AWHCL.NS,2023,42,1586080000.0
AXISCADES.NS,2026,42,1889402000.0
AXISCADES.NS,2025,42,1594115000.0
AXISCADES.NS,2024,42,1391053000.0
AXISCADES.NS,2023,42,799698000.0
AZAD.NS,2026,42,2709670000.0
AZAD.NS,2025,42,1719000000.0
AZAD.NS,2024,42,1340570000.0
AZAD.NS,2023,42,564110000.0
AYE.NS,2026,64,4538400000.0
AYE.NS,2025,64,4150100000.0
AYE.NS,2024,64,3578510000.0
AYE.NS,2023,64,1884730000.0
AXITA.NS,2026,29,52402000.0
AXITA.NS,2025,29,35797000.0
AXITA.NS,2024,29,290527000.0
AXITA.NS,2023,29,244125000.0
BAFNAPH.NS,2026,21,207039000.0
BAFNAPH.NS,2025,21,117735000.0
BAFNAPH.NS,2024,21,142808000.0
BAFNAPH.NS,2023,21,187482000.0
AYMSYNTEX.NS,2026,29,1033300000.0
AYMSYNTEX.NS,2025,29,1241400000.0
AYMSYNTEX.NS,2024,29,895251000.0
AYMSYNTEX.NS,2023,29,924534000.0
BAGFILMS.NS,2026,61,189506000.0
BAGFILMS.NS,2025,61,247271000.0
BAGFILMS.NS,2024,61,232278000.0
BAGFILMS.NS,2023,61,132892000.0
BAIDFIN.NS,2026,64,267887000.0
BAIDFIN.NS,2025,64,198428000.0
BAIDFIN.NS,2024,64,185804000.0
BAIDFIN.NS,2023,64,166515000.0
BAJAJ-AUTO.NS,2026,29,157648200000.0
BAJAJ-AUTO.NS,2025,29,110266600000.0
BAJAJ-AUTO.NS,2024,29,104651700000.0
BAJAJ-AUTO.NS,2023,29,81673400000.0
BAJAJHCARE.NS,2026,21,787051000.0
BAJAJHCARE.NS,2025,21,1018299000.0
BAJAJHCARE.NS,2024,21,438252000.0
BAJAJHCARE.NS,2023,21,1219365000.0
BAJAJCON.NS,2026,10,2483297000.0
BAJAJCON.NS,2025,10,1634596000.0
BAJAJCON.NS,2024,10,1998376000.0
BAJAJCON.NS,2023,10,1781532000.0
BAJAJELEC.NS,2026,29,1087400000.0
BAJAJELEC.NS,2025,29,3836000000.0
BAJAJELEC.NS,2024,29,3423833000.0
BAJAJELEC.NS,2023,29,4189427000.0
BAJAJHIND.NS,2026,10,3739800000.0
BAJAJHIND.NS,2025,10,3077700000.0
BAJAJHIND.NS,2024,10,2892400000.0
BAJAJHIND.NS,2023,10,2851600000.0
BAJAJHFL.NS,2026,64,34817500000.0
BAJAJHFL.NS,2025,64,27052200000.0
BAJAJHFL.NS,2024,64,22038200000.0
BAJAJHFL.NS,2023,64,17362300000.0
BALAJEE.NS,2026,29,456811000.0
BALAJEE.NS,2025,29,734242000.0
BALAJEE.NS,2024,29,731844000.0
BALAJEE.NS,2023,29,489290000.0
BAJAJINDEF.NS,2026,42,308368000.0
BAJAJINDEF.NS,2025,42,475463000.0
BAJEL.NS,2026,35,1102945000.0
BAJEL.NS,2025,35,901665000.0
BAJEL.NS,2024,35,229960000.0
BAJEL.NS,2023,35,133986000.0
BALAJITELE.NS,2025,61,7109000.0
BALAJITELE.NS,2024,61,518277000.0
BALAJITELE.NS,2023,61,386343000.0
BALAMINES.NS,2026,24,2942403000.0
BALAMINES.NS,2025,24,2653538000.0
BALAMINES.NS,2024,24,3508984000.0
BALAMINES.NS,2023,24,6206534000.0
BALKRISIND.NS,2026,29,25522600000.0
BALKRISIND.NS,2025,29,29963900000.0
BALKRISIND.NS,2024,29,26924400000.0
BALKRISIND.NS,2023,29,20480900000.0
BALKRISHNA.NS,2024,29,21936000.0
BALAXI.NS,2026,21,113494000.0
BALAXI.NS,2025,21,334988000.0
BALAXI.NS,2024,21,57908000.0
BALAXI.NS,2023,21,591748000.0
BALMLAWRIE.NS,2026,42,3971503000.0
BALMLAWRIE.NS,2025,42,3626045000.0
BALMLAWRIE.NS,2024,42,3489935000.0
BALMLAWRIE.NS,2023,42,2339548000.0
BALRAMCHIN.NS,2026,10,8145509000.0
BALRAMCHIN.NS,2025,10,8282547000.0
BALRAMCHIN.NS,2024,10,9918611000.0
BALRAMCHIN.NS,2023,10,5862610000.0
BANARBEADS.NS,2026,29,56374000.0
BANARBEADS.NS,2025,29,61144000.0
BANARBEADS.NS,2024,29,49265000.0
BANARBEADS.NS,2023,29,48379000.0
BALUFORGE.NS,2026,42,3324575000.0
BALUFORGE.NS,2025,42,2682503000.0
BALUFORGE.NS,2024,42,1244718000.0
BALUFORGE.NS,2023,42,603853000.0
BALPHARMA.NS,2026,21,338307000.0
BALPHARMA.NS,2025,21,317628000.0
BALPHARMA.NS,2024,21,336008000.0
BALPHARMA.NS,2023,21,243728000.0
BANARISUG.NS,2026,10,2406533000.0
BANARISUG.NS,2025,10,2365516000.0
BANARISUG.NS,2024,10,3126502000.0
BANARISUG.NS,2023,10,3429906000.0
BANKA.NS,2024,42,40190000.0
BANKA.NS,2023,42,66062000.0
BANKA.NS,2022,42,58915000.0
BANCOINDIA.NS,2026,29,8012500000.0
BANCOINDIA.NS,2025,29,6541800000.0
BANCOINDIA.NS,2024,29,4587113000.0
BANCOINDIA.NS,2023,29,3763984000.0
BANG.NS,2026,29,84103000.0
BANG.NS,2023,29,57249000.0
BANSALWIRE.NS,2026,24,3205200000.0
BANSALWIRE.NS,2025,24,2757300000.0
BANSALWIRE.NS,2024,24,1497110000.0
BANSALWIRE.NS,2023,24,1125820000.0
BANSWRAS.NS,2026,29,1375075000.0
BANSWRAS.NS,2025,29,1186548000.0
BANSWRAS.NS,2024,29,1155936000.0
BANSWRAS.NS,2023,29,2081586000.0
BASML.NS,2026,29,925096000.0
BASML.NS,2025,29,670134000.0
BASML.NS,2024,29,518702000.0
BASML.NS,2023,29,283060000.0
BATAINDIA.NS,2026,29,7367160000.0
BATAINDIA.NS,2025,29,9261530000.0
BATAINDIA.NS,2024,29,8067180000.0
BATAINDIA.NS,2023,29,8324710000.0
BASF.NS,2026,24,7316100000.0
BASF.NS,2025,24,8481900000.0
BASF.NS,2024,24,9656100000.0
BASF.NS,2023,24,7393900000.0
BAYERCROP.NS,2026,24,9687000000.0
BAYERCROP.NS,2025,24,8093000000.0
BAYERCROP.NS,2024,24,10350000000.0
BAYERCROP.NS,2023,24,10919000000.0
BATLIBOI.NS,2026,42,202114000.0
BATLIBOI.NS,2025,42,289301000.0
BATLIBOI.NS,2024,42,304573000.0
BATLIBOI.NS,2023,42,195679000.0
BBL.NS,2026,42,1990500000.0
BBL.NS,2025,42,2107900000.0
BBL.NS,2024,42,2085600000.0
BBL.NS,2023,42,1460065000.0
BBOX.NS,2026,62,5131300000.0
BBOX.NS,2025,62,4698600000.0
BBOX.NS,2024,62,4119800000.0
BBOX.NS,2023,62,1798100000.0
BCG.NS,2026,61,17522077000.0
BCG.NS,2025,61,13215907000.0
BCG.NS,2024,61,12392805000.0
BCG.NS,2023,61,21656684000.0
BBTC.NS,2026,10,38405400000.0
BBTC.NS,2025,10,35415800000.0
BBTC.NS,2024,10,31584204000.0
BBTC.NS,2023,10,7086789000.0
BBTCL.NS,2026,29,918004000.0
BBTCL.NS,2025,29,409656000.0
BBTCL.NS,2023,29,392189000.0
BCONCEPTS.NS,2026,29,298105000.0
BCONCEPTS.NS,2025,29,326286000.0
BCONCEPTS.NS,2024,29,304540000.0
BCONCEPTS.NS,2023,29,200663000.0
BDL.NS,2026,42,6471360000.0
BDL.NS,2025,42,8227678000.0
BDL.NS,2024,42,8969894000.0
BDL.NS,2023,42,5622076000.0
BCPL.NS,2026,42,184463000.0
BCPL.NS,2025,42,130741000.0
BCPL.NS,2024,42,103060000.0
BCPL.NS,2023,42,120634000.0
BCLIND.NS,2026,10,2510710000.0
BCLIND.NS,2025,10,2136434000.0
BCLIND.NS,2024,10,1980229000.0
BCLIND.NS,2023,10,1281484000.0
BEL.NS,2026,42,86153600000.0
BEL.NS,2025,42,75760600000.0
BEL.NS,2024,42,57162700000.0
BEL.NS,2023,42,43663200000.0
BEDMUTHA.NS,2026,24,755897000.0
BEDMUTHA.NS,2025,24,802008000.0
BEDMUTHA.NS,2024,24,787543000.0
BEDMUTHA.NS,2023,24,752195000.0
BEARDSELL.NS,2026,42,261600000.0
BEARDSELL.NS,2025,42,239410000.0
BEARDSELL.NS,2024,42,241100000.0
BEARDSELL.NS,2023,42,213122000.0
BECTORFOOD.NS,2026,10,2887840000.0
BECTORFOOD.NS,2025,10,2805230000.0
BECTORFOOD.NS,2024,10,2615170000.0
BECTORFOOD.NS,2023,10,1868920000.0
BELRISE.NS,2026,29,12583900000.0
BELRISE.NS,2025,29,10827710000.0
BELRISE.NS,2024,29,9798790000.0
BELRISE.NS,2023,29,9093190000.0
BEML.NS,2026,42,3284300000.0
BEML.NS,2025,42,5294100000.0
BEML.NS,2024,42,4844700000.0
BEML.NS,2023,42,3910147000.0
BELLACASA.NS,2025,29,293023000.0
BELLACASA.NS,2024,29,192421000.0
BELLACASA.NS,2023,29,158845000.0
BELLACASA.NS,2022,29,217361000.0
BERGEPAINT.NS,2026,24,19377600000.0
BERGEPAINT.NS,2025,24,19859300000.0
BERGEPAINT.NS,2024,24,19660200000.0
BERGEPAINT.NS,2023,24,15256000000.0
BESTAGRO.NS,2026,24,1047800000.0
BESTAGRO.NS,2025,24,2048200000.0
BESTAGRO.NS,2024,24,2252400000.0
BESTAGRO.NS,2023,24,3121830000.0
BETA.NS,2026,21,868576729.62
BETA.NS,2025,21,764720417.63
BETA.NS,2024,21,612141116.36
BETA.NS,2023,21,537465000.0
BFINVEST.NS,2026,64,3757820000.0
BFINVEST.NS,2025,64,3027450000.0
BFINVEST.NS,2024,64,5793390000.0
BFINVEST.NS,2023,64,3443940000.0
BEPL.NS,2026,24,2560327000.0
BEPL.NS,2025,24,2529819000.0
BEPL.NS,2024,24,2520997000.0
BEPL.NS,2023,24,2062878000.0
BFUTILITIE.NS,2025,42,6346320000.0
BFUTILITIE.NS,2024,42,5912570000.0
BFUTILITIE.NS,2023,42,5059060000.0
BFUTILITIE.NS,2022,42,3320270000.0
BHAGYANGR.NS,2026,24,1108625000.0
BHAGYANGR.NS,2025,24,426784000.0
BHAGYANGR.NS,2024,24,748903000.0
BHAGYANGR.NS,2023,24,346031000.0
BHAGERIA.NS,2026,24,980020000.0
BHAGERIA.NS,2025,24,884003000.0
BHAGERIA.NS,2024,24,596277000.0
BHAGERIA.NS,2023,24,578211000.0
BHANDARI.NS,2026,29,280304000.0
BHANDARI.NS,2025,29,284176000.0
BHANDARI.NS,2024,29,246209000.0
BHANDARI.NS,2023,29,227214000.0
BHAGCHEM.NS,2026,24,595040000.0
BHAGCHEM.NS,2025,24,462266000.0
BHAGCHEM.NS,2024,24,431761000.0
BHAGCHEM.NS,2023,24,760204000.0
BHARATFORG.NS,2026,29,29614420000.0
BHARATFORG.NS,2025,29,27469370000.0
BHARATFORG.NS,2024,29,27546600000.0
BHARATFORG.NS,2023,29,18283950000.0
BHARATCOAL.NS,2026,24,7853800000.0
BHARATCOAL.NS,2025,24,23560600000.0
BHARATCOAL.NS,2024,24,24861100000.0
BHARATCOAL.NS,2023,24,8874000000.0
BHARATGEAR.NS,2026,29,585932000.0
BHARATGEAR.NS,2025,29,446461000.0
BHARATGEAR.NS,2024,29,242092000.0
BHARATGEAR.NS,2023,29,519478000.0
BHARATSE.NS,2026,29,1030664000.0
BHARATSE.NS,2025,29,790431000.0
BHARATSE.NS,2024,29,652664000.0
BHARATSE.NS,2023,29,502590000.0
BHARATRAS.NS,2026,24,2243226000.0
BHARATRAS.NS,2025,24,2167202000.0
BHARATRAS.NS,2024,24,1520633000.0
BHARATRAS.NS,2023,24,2058500000.0
BHARTIHEXA.NS,2026,61,50805000000.0
BHARTIHEXA.NS,2025,61,45916000000.0
BHARTIHEXA.NS,2024,61,32201000000.0
BHARTIHEXA.NS,2023,61,28597000000.0
BHARTIARTL.NS,2026,61,1194388000000.0
BHARTIARTL.NS,2025,61,1057227000000.0
BHARTIARTL.NS,2024,61,681725000000.0
BHARTIARTL.NS,2023,61,672880000000.0
BHEL.NS,2026,42,32108900000.0
BHEL.NS,2025,42,17658900000.0
BHEL.NS,2024,42,12228100000.0
BHEL.NS,2023,42,14968900000.0
BHARATWIRE.NS,2026,24,1317721000.0
BHARATWIRE.NS,2025,24,1332130000.0
BHARATWIRE.NS,2024,24,1638688000.0
BHARATWIRE.NS,2023,24,1368816000.0
BIGBLOC.NS,2026,42,229268000.0
BIGBLOC.NS,2025,42,336282000.0
BIGBLOC.NS,2024,42,600887000.0
BIGBLOC.NS,2023,42,505210000.0
BIOCON.NS,2026,21,33949000000.0
BIOCON.NS,2025,21,44710000000.0
BIOCON.NS,2024,21,40684000000.0
BIOCON.NS,2023,21,24292000000.0
BIMETAL.NS,2026,29,237416000.0
BIMETAL.NS,2025,29,204797000.0
BIMETAL.NS,2024,29,209004000.0
BIMETAL.NS,2023,29,219385000.0
BILVYAPAR.NS,2025,24,68278000.0
BIKAJI.NS,2026,10,4576466000.0
BIKAJI.NS,2025,10,3604447000.0
BIKAJI.NS,2024,10,4160689000.0
BIKAJI.NS,2023,10,2343920000.0
BIOFILCHEM.NS,2026,21,37317000.0
BIOFILCHEM.NS,2025,21,11526000.0
BIOFILCHEM.NS,2024,21,13062000.0
BIOFILCHEM.NS,2023,21,12640000.0
BIL.NS,2026,29,1055681000.0
BIL.NS,2025,29,960924000.0
BIL.NS,2024,29,746099000.0
BIL.NS,2023,29,1258808000.0
BIRLACABLE.NS,2026,62,507516000.0
BIRLACABLE.NS,2025,62,361587000.0
BIRLACABLE.NS,2024,62,544716000.0
BIRLACABLE.NS,2023,62,655030000.0
BIRLACORPN.NS,2026,24,15648400000.0
BIRLACORPN.NS,2025,24,12767600000.0
BIRLACORPN.NS,2024,24,15276500000.0
BIRLACORPN.NS,2023,24,8891700000.0
BIRLAMONEY.NS,2026,64,2276345000.0
BIRLAMONEY.NS,2025,64,2373953000.0
BIRLAMONEY.NS,2024,64,1676219000.0
BIRLAMONEY.NS,2023,64,1026161000.0
BLACKBUCK.NS,2026,62,2255620000.0
BIRLANU.NS,2026,42,1036200000.0
BIRLANU.NS,2025,42,1688700000.0
BIRLANU.NS,2024,42,1909121000.0
BIRLANU.NS,2023,42,2470688000.0
BLBLIMITED.NS,2026,64,460500000.0
BLBLIMITED.NS,2025,64,65000000.0
BLBLIMITED.NS,2024,64,42414000.0
BLBLIMITED.NS,2023,64,85285000.0
BLISSGVS.NS,2026,21,2350794000.0
BLISSGVS.NS,2025,21,1631768000.0
BLISSGVS.NS,2024,21,1488139000.0
BLISSGVS.NS,2023,21,1279893000.0
BLKASHYAP.NS,2026,42,859719000.0
BLKASHYAP.NS,2025,42,1109618000.0
BLKASHYAP.NS,2024,42,1152964000.0
BLKASHYAP.NS,2023,42,750382000.0
BLS.NS,2026,42,9140293000.0
BLS.NS,2025,42,7098412000.0
BLS.NS,2024,42,3855479000.0
BLS.NS,2023,42,2395427000.0
BLSE.NS,2026,42,998682000.0
BLSE.NS,2025,42,861122000.0
BLSE.NS,2024,42,498702000.0
BLSE.NS,2023,42,335820000.0
BLUEDART.NS,2026,42,9484600000.0
BLUEDART.NS,2025,42,9145700000.0
BLUEDART.NS,2024,42,9036200000.0
BLUEDART.NS,2023,42,9695300000.0
BLUSPRING.NS,2026,42,563770000.0
BLUECOAST.NS,2026,29,2103000.0
BLUECOAST.NS,2025,29,830878000.0
BLUESTONE.NS,2026,29,4335170000.0
BLUESTONE.NS,2025,29,1331970000.0
BLUESTONE.NS,2024,29,896330000.0
BLUEJET.NS,2026,21,3627530000.0
BLUEJET.NS,2025,21,4239860000.0
BLUEJET.NS,2024,21,2483450000.0
BLUEJET.NS,2023,21,2430420000.0
BMWVENTLTD.NS,2026,24,863393000.0
BMWVENTLTD.NS,2025,24,873930000.0
BMWVENTLTD.NS,2024,24,728441000.0
BMWVENTLTD.NS,2023,24,679694000.0
BLUESTARCO.NS,2026,42,9540400000.0
BLUESTARCO.NS,2025,42,9621000000.0
BLUESTARCO.NS,2024,42,7059000000.0
BLUESTARCO.NS,2023,42,6871400000.0
BODALCHEM.NS,2026,24,2028190000.0
BODALCHEM.NS,2025,24,1694000000.0
BODALCHEM.NS,2024,24,1172400000.0
BODALCHEM.NS,2023,24,1431380000.0
BONLON.NS,2026,24,81113000.0
BONLON.NS,2025,24,71304000.0
BONLON.NS,2024,24,63242000.0
BONLON.NS,2023,24,43754000.0
BORANA.NS,2026,29,996977000.0
BORANA.NS,2025,29,672334000.0
BORANA.NS,2024,29,417225000.0
BORANA.NS,2023,29,261937000.0
BOMDYEING.NS,2026,29,779900000.0
BOMDYEING.NS,2025,29,6529800000.0
BOMDYEING.NS,2024,29,39336000000.0
BOROLTD.NS,2026,29,1943085000.0
BOROLTD.NS,2025,29,1970648000.0
BOROLTD.NS,2024,29,1505135000.0
BOROLTD.NS,2023,29,960814000.0
BORORENEW.NS,2026,62,2519707000.0
BORORENEW.NS,2025,62,925874000.0
BORORENEW.NS,2024,62,1080329000.0
BORORENEW.NS,2023,62,1623322000.0
BOROSCI.NS,2026,29,632114000.0
BOROSCI.NS,2025,29,604113000.0
BOROSCI.NS,2024,29,507015000.0
BOROSCI.NS,2023,29,103654000.0
BOSCH-HCIL.NS,2026,29,685800000.0
BOSCH-HCIL.NS,2025,29,1574300000.0
BRIGADE.NS,2026,68,16256900000.0
BRIGADE.NS,2025,68,16535400000.0
BRIGADE.NS,2024,68,13443400000.0
BRIGADE.NS,2023,68,10096500000.0
BOSCHLTD.NS,2026,29,40604000000.0
BOSCHLTD.NS,2025,29,31250000000.0
BOSCHLTD.NS,2024,29,36519000000.0
BOSCHLTD.NS,2023,29,22748000000.0
BRIGHOTEL.NS,2026,29,1923100000.0
BRIGHOTEL.NS,2025,29,1668700000.0
BRIGHOTEL.NS,2024,29,1407200000.0
BRIGHOTEL.NS,2023,29,1111100000.0
BRITANNIA.NS,2026,10,37383700000.0
BRITANNIA.NS,2025,10,33787100000.0
BRITANNIA.NS,2024,10,33760700000.0
BRITANNIA.NS,2023,10,34243900000.0
BPCL.NS,2026,19,456011000000.0
BPCL.NS,2025,19,290304300000.0
BPCL.NS,2024,19,470661100000.0
BPCL.NS,2023,19,131202400000.0
BRNL.NS,2026,42,64994000.0
BRNL.NS,2025,42,2623159000.0
BRNL.NS,2024,42,1469255000.0
BRNL.NS,2023,42,151147000.0
BPL.NS,2026,62,64632000.0
BPL.NS,2025,62,46169000.0
BPL.NS,2024,62,194714000.0
BPL.NS,2023,62,154598000.0
BSL.NS,2026,29,498312000.0
BSL.NS,2025,29,603146000.0
BSL.NS,2024,29,634617000.0
BSL.NS,2023,29,506630000.0
BSOFT.NS,2026,62,8901650000.0
BSOFT.NS,2025,62,8059810000.0
BSOFT.NS,2024,62,9397270000.0
BSOFT.NS,2023,62,5432760000.0
BROOKS.NS,2026,21,270087000.0
BSE.NS,2026,64,31554900000.0
BSE.NS,2025,64,15896900000.0
BSE.NS,2024,64,11022000000.0
BSE.NS,2023,64,3850800000.0
BTML.NS,2026,61,171705000.0
BTML.NS,2025,61,96765000.0
BTML.NS,2024,61,60714000.0
BTML.NS,2023,61,53651160.0
BUILDPRO.NS,2026,29,2211100000.0
BUILDPRO.NS,2025,29,1481100000.0
BSHSL.NS,2026,24,365035000.0
BSHSL.NS,2025,24,355167000.0
BSHSL.NS,2024,24,289477709.0
BSHSL.NS,2023,24,218550133.0
BTTL.NS,2025,29,78303000.0
BTTL.NS,2024,29,132429000.0
BUTTERFLY.NS,2026,29,870020000.0
BUTTERFLY.NS,2025,29,722279000.0
BUTTERFLY.NS,2024,29,294927000.0
BUTTERFLY.NS,2023,29,1029035000.0
CALSOFT.NS,2025,62,15713000.0
CALSOFT.NS,2024,62,15661000.0
